user,item
1516,50468
1516,67549
1516,82302
1516,64030
1516,55466
1516,79184
1516,60139
1516,22010
1516,85218
1516,72092
1516,64548
1516,81844
1516,71408
1516,77331
1516,24979
1516,74215
1516,55735
1516,61981
1516,29866
1516,36641
1517,54068
1517,35944
1517,44407
1517,80026
1517,59051
1517,28848
1517,81049
1517,70629
1517,71981
1517,53268
1517,32204
1517,72672
1518,33142
1518,29821
1518,74140
1518,78453
1518,78407
1518,57081
1518,64342
1518,45167
1518,32989
1518,26945
1518,49565
1519,48810
1519,52625
1519,29255
1519,14745
1519,7554
1519,24757
1519,76103
1519,50391
1519,32606
1519,35456
1519,24269
1519,81195
1520,43904
1520,27105
1520,41611
1520,38982
1520,33904
1520,50300
1520,33467
1520,54338
1520,56170
1520,30540
1520,60932
1520,57663
1520,42016
1520,48407
1521,57664
1521,20003
1521,24755
1521,1405
1521,10003
1521,11459
1521,33399
1521,23692
1521,60467
1521,61323
1522,63835
1522,859
1522,38908
1522,68796
1522,17152
1522,20257
1522,10294
1522,67484
1522,3271
1522,75016
1523,64794
1523,66839
1523,35030
1523,20760
1523,82475
1523,52668
1523,29393
1523,83459
1523,52606
1523,33286
1523,69650
1523,31031
1523,67440
1523,69946
1523,76846
1523,75522
1523,84794
1524,58480
1524,71881
1524,17652
1524,70859
1524,81555
1524,13879
1524,40399
1524,56772
1524,26113
1524,40592
1524,47867
1524,78990
1524,43660
1524,68031
1524,79450
1524,20805
1524,65493
1524,14516
1524,46733
1525,37770
1525,51214
1525,26406
1525,73307
1525,35854
1525,51726
1525,66848
1525,58254
1525,60569
1525,68803
1525,48044
1525,58979
1525,73290
1525,76945
1525,24762
1525,66334
1525,47352
1526,31905
1526,21478
1526,53732
1526,69499
1526,72518
1526,21773
1526,62454
1526,20007
1526,16517
1526,70510
1527,75825
1527,6621
1527,54068
1527,48079
1527,33045
1527,25573
1527,55058
1527,55475
1527,31218
1527,73042
1527,51625
1527,51737
1528,77585
1528,37504
1528,32929
1528,19616
1528,71636
1528,18254
1528,38533
1528,70218
1528,36134
1528,70949
1528,37582
1529,78405
1529,32557
1529,72254
1529,44242
1529,42388
1529,9382
1529,73875
1529,56922
1529,64943
1529,68581
1530,26234
1530,52631
1530,29469
1530,85173
1530,48290
1530,63645
1530,83036
1530,70760
1530,54433
1530,64899
1531,66628
1531,13196
1531,12000
1531,36144
1531,11493
1531,54702
1531,7615
1531,27290
1531,61466
1531,31087
1531,73792
1531,71432
1531,10103
1531,47289
1531,2510
1531,32182
1532,78889
1532,2662
1532,63380
1532,43865
1532,35914
1532,7901
1532,12964
1532,80923
1532,3976
1532,806
1532,407
1533,84799
1533,71960
1533,35341
1533,54225
1533,14673
1533,52311
1533,47170
1533,9729
1533,61733
1533,70062
1533,84834
1533,59128
1533,23590
1533,79615
1533,61362
1533,57966
1533,11011
1533,74115
1533,47315
1534,46195
1534,35030
1534,33286
1534,53794
1534,62813
1534,65032
1534,33935
1534,31801
1534,41023
1534,48817
1535,78495
1535,41890
1535,8162
1535,61840
1535,12178
1535,41221
1535,3103
1535,76169
1535,17824
1535,26782
1536,70487
1536,14415
1536,79852
1536,37112
1536,23318
1536,84672
1536,57126
1536,33219
1536,53094
1536,82304
1536,33872
1536,22916
1536,36401
1537,79931
1537,82343
1537,43708
1537,21373
1537,38620
1537,76195
1537,14318
1537,73632
1537,78405
1537,67440
1537,20274
1537,41933
1537,56078
1537,31000
1537,61066
1537,5291
1537,64575
1537,58843
1537,7572
1538,57027
1538,38533
1538,78215
1538,51596
1538,63684
1538,67876
1538,55564
1538,48821
1538,47250
1538,58710
1538,83545
1539,45586
1539,60114
1539,48398
1539,84947
1539,58137
1539,49756
1539,82877
1539,53304
1539,46750
1539,52911
1539,73504
1540,70326
1540,37344
1540,68777
1540,53375
1540,55309
1540,11146
1540,7433
1540,81039
1540,64496
1540,79876
1540,59108
1540,59319
1540,21442
1540,50146
1540,49851
1540,55307
1540,57324
1540,34937
1540,64968
1540,28461
1540,84933
1540,28105
1540,27882
1540,52282
1540,45684
1540,13766
1540,81515
1540,30726
1540,50906
1540,23587
1540,70798
1540,81764
1540,53624
1540,31305
1541,61723
1541,43501
1541,69993
1541,77492
1541,63044
1541,75682
1541,72118
1541,53581
1541,27971
1541,84793
1541,30746
1541,52637
1541,60115
1541,30427
1541,55859
1542,80468
1542,70142
1542,64710
1542,59377
1542,52483
1542,65058
1542,66239
1542,22548
1542,64419
1542,7362
1543,45790
1543,45106
1543,46333
1543,53912
1543,37392
1543,20323
1543,4305
1543,83562
1543,52350
1543,63080
1544,66155
1544,55073
1544,16730
1544,43985
1544,54064
1544,54649
1544,65272
1544,74046
1544,22304
1544,40680
1544,73028
1544,49088
1545,52289
1545,28128
1545,1958
1545,49782
1545,8932
1545,54006
1545,69217
1545,37538
1545,56889
1545,84050
1545,43199
1545,9010
1545,79310
1545,20341
1545,45618
1545,84635
1546,17540
1546,71213
1546,42033
1546,81021
1546,12587
1546,33042
1546,4026
1546,76951
1546,309
1546,74344
1546,58254
1546,61431
1546,60908
1546,62984
1547,10492
1547,18552
1547,4736
1547,14578
1547,75979
1547,1131
1547,18508
1547,14581
1547,15709
1547,35176
1547,3684
1547,68612
1548,54055
1548,65044
1548,27775
1548,65347
1548,47798
1548,54857
1548,78691
1548,78201
1548,51570
1548,57150
1548,68254
1548,76734
1549,75991
1549,24314
1549,56795
1549,61527
1549,82608
1549,58810
1549,74462
1549,23036
1549,75612
1549,38616
1549,81854
1549,63418
1549,37964
1549,70081
1549,68689
1549,70781
1549,31620
1549,60603
1549,59079
1549,80080
1549,83121
1549,68105
1549,71889
1550,77319
1550,76997
1550,51806
1550,72166
1550,61545
1550,44889
1550,71960
1550,72118
1550,84768
1550,74418
1550,39089
1550,42395
1551,64384
1551,65436
1551,55679
1551,27559
1551,58951
1551,58449
1551,75528
1551,28442
1551,78953
1551,70218
1551,53285
1551,55443
1551,72415
1551,67439
1552,79073
1552,66415
1552,66930
1552,54536
1552,71960
1552,42537
1552,57694
1552,61536
1552,52461
1552,81014
1553,48986
1553,23975
1553,45757
1553,36258
1553,46106
1553,77091
1553,3313
1553,55030
1553,78135
1553,29969
1553,58692
1554,35368
1554,66570
1554,69993
1554,58145
1554,29253
1554,37582
1554,71960
1554,51220
1554,63940
1554,62169
1555,33762
1555,47014
1555,12423
1555,56007
1555,30914
1555,39988
1555,12936
1555,17465
1555,20749
1555,18129
1556,64442
1556,29365
1556,41094
1556,60559
1556,8484
1556,40192
1556,38745
1556,24937
1556,10107
1556,35548
1556,40647
1556,21706
1557,51804
1557,66448
1557,47913
1557,72972
1557,52821
1557,36729
1557,48456
1557,75111
1557,59079
1557,46156
1558,62734
1558,66756
1558,41309
1558,58604
1558,42477
1558,84167
1558,80474
1558,64150
1558,46538
1558,47675
1558,82774
1558,44989
1558,67251
1558,60257
1558,78800
1558,83982
1558,82595
1558,79749
1558,67017
1558,79621
1558,73064
1559,58271
1559,55862
1559,20122
1559,71877
1559,77853
1559,21301
1559,63378
1559,30242
1559,43547
1559,40743
1559,15079
1559,62442
1560,52147
1560,26199
1560,65442
1560,54194
1560,42162
1560,27103
1560,22661
1560,65453
1560,25643
1560,63684
1560,30405
1560,50796
1560,37582
1560,39212
1560,42566
1561,12670
1561,11323
1561,68580
1561,5117
1561,48294
1561,49139
1561,75617
1561,63372
1561,7166
1561,81361
1561,80110
1561,28028
1561,41220
1562,72307
1562,7253
1562,72092
1562,38518
1562,57937
1562,49167
1562,51449
1562,59076
1562,29498
1562,35005
1562,29559
1562,50427
1562,13179
1562,78791
1563,58373
1563,59965
1563,85265
1563,44641
1563,10769
1563,49152
1563,42405
1563,62177
1563,49764
1563,37224
1563,4929
1563,78599
1564,44654
1564,38110
1564,31221
1564,63379
1564,65069
1564,25841
1564,2077
1564,75670
1564,34382
1564,76436
1564,24638
1564,29060
1564,62283
1564,27826
1565,29982
1565,79686
1565,51761
1565,24281
1565,56256
1565,46569
1565,39056
1565,53790
1565,30856
1565,59929
1565,35922
1565,69415
1565,79486
1565,21819
1565,23919
1565,58129
1565,60573
1565,63478
1565,46281
1565,65131
1565,39937
1566,71006
1566,58166
1566,63747
1566,23818
1566,72118
1566,84768
1566,31630
1566,38806
1566,38020
1566,71960
1566,46020
1566,64092
1567,74048
1567,80171
1567,84498
1567,38508
1567,80529
1567,82877
1567,81564
1567,79608
1567,75913
1567,56093
1567,59125
1568,77457
1568,42931
1568,24814
1568,53033
1568,60336
1568,62799
1568,71926
1568,56425
1568,6562
1568,54121
1568,54684
1569,62450
1569,65333
1569,53980
1569,78780
1569,57482
1569,35083
1569,32265
1569,60812
1569,22593
1569,45403
1570,67864
1570,71633
1570,23799
1570,76235
1570,68167
1570,64531
1570,35160
1570,73504
1570,74911
1570,77980
1571,55688
1571,37964
1571,13078
1571,58515
1571,24843
1571,996
1571,72827
1571,83225
1571,48968
1571,45138
1571,35104
1571,12007
1571,62173
1572,80001
1572,68841
1572,59554
1572,69512
1572,6291
1572,56989
1572,64050
1572,83887
1572,69806
1572,47317
1573,57616
1573,58230
1573,57918
1573,55448
1573,64388
1573,17229
1573,46807
1573,4665
1573,73315
1573,5361
1573,32979
1573,49619
1574,34643
1574,64161
1574,64171
1574,35197
1574,3026
1574,32605
1574,72687
1574,64620
1574,76890
1574,27247
1574,39883
1574,82201
1574,56117
1574,80754
1574,52614
1574,55266
1574,64698
1575,77124
1575,62469
1575,46126
1575,32395
1575,23799
1575,42442
1575,53527
1575,75291
1575,20649
1575,28246
1575,42553
1576,16165
1576,62837
1576,44648
1576,13245
1576,38956
1576,69694
1576,7362
1576,70342
1576,2149
1576,60841
1577,59936
1577,31258
1577,59079
1577,50697
1577,77578
1577,58925
1577,27235
1577,2463
1577,31213
1577,34175
1577,22129
1577,77165
1577,34103
1577,52462
1578,36103
1578,79475
1578,84411
1578,47051
1578,41901
1578,55258
1578,60325
1578,68428
1578,84799
1578,60862
1578,79390
1578,73779
1578,75758
1579,76481
1579,60245
1579,64881
1579,47676
1579,71414
1579,56597
1579,35296
1579,21771
1579,39011
1579,79367
1579,82949
1580,51306
1580,27802
1580,18809
1580,4577
1580,84897
1580,55276
1580,83554
1580,62978
1580,54617
1580,83464
1580,76602
1580,76322
1580,34644
1581,71343
1581,254
1581,48813
1581,65222
1581,44396
1581,49785
1581,50242
1581,69771
1581,82118
1581,83095
1581,72825
1581,59883
1581,63321
1581,69765
1581,67654
1581,73312
1581,79706
1581,74607
1581,52300
1581,66214
1581,74175
1581,81786
1581,72180
1581,75475
1581,54674
1581,54520
1581,64121
1581,67440
1581,72997
1581,65535
1581,66419
1581,84801
1581,79948
1581,79709
1581,74881
1581,71301
1581,64694
1581,40065
1581,72287
1581,83890
1582,45620
1582,49221
1582,51155
1582,51002
1582,45865
1582,45786
1582,85181
1582,53776
1582,36301
1582,38393
1582,35979
1582,43083
1582,53584
1582,59124
1582,77808
1582,9304
1582,925
1583,34448
1583,59926
1583,63438
1583,69993
1583,55082
1583,82075
1583,20565
1583,46972
1583,56047
1583,26372
1584,64577
1584,56755
1584,54537
1584,61933
1584,81470
1584,74921
1584,41753
1584,71224
1584,29757
1584,20268
1584,54769
1584,57095
1585,67916
1585,51498
1585,59729
1585,54948
1585,47315
1585,47941
1585,37401
1585,2279
1585,73940
1585,59780
1585,20169
1585,34685
1585,26386
1586,82561
1586,68342
1586,65422
1586,68031
1586,18171
1586,71358
1586,63264
1586,35859
1586,76859
1586,46716
1586,29565
1586,58900
1586,23591
1586,63127
1586,66446
1586,60846
1586,15987
1586,38548
1586,37772
1586,33717
1586,25473
1586,33426
1586,36975
1586,73494
1586,17334
1586,85112
1587,76369
1587,68635
1587,67695
1587,80932
1587,64023
1587,28295
1587,80596
1587,67304
1587,28170
1587,72820
1587,54651
1588,24233
1588,63513
1588,81784
1588,34818
1588,83774
1588,77561
1588,8045
1588,12175
1588,69228
1588,58233
1589,31706
1589,16236
1589,40887
1589,4880
1589,68870
1589,16205
1589,18000
1589,23712
1589,4122
1589,43455
1589,15261
1589,18884
1589,8408
1589,7139
1589,7689
1590,55884
1590,53933
1590,53314
1590,6820
1590,41563
1590,67748
1590,22821
1590,70620
1590,53178
1590,78135
1590,50631
1590,61465
1590,53054
1590,39823
1590,83474
1590,62203
1590,83360
1590,67091
1590,26195
1590,48887
1590,75693
1591,21824
1591,41256
1591,55073
1591,77424
1591,81955
1591,54850
1591,16627
1591,19610
1591,75598
1591,24808
1591,41568
1591,50692
1592,79465
1592,59397
1592,64084
1592,74410
1592,17632
1592,31991
1592,47628
1592,29520
1592,10357
1592,84686
1592,26286
1592,27111
1592,15699
1592,56038
1592,82887
1592,60133
1592,73756
1593,73069
1593,48890
1593,52636
1593,57293
1593,69298
1593,47402
1593,57985
1593,77142
1593,49671
1593,76469
1593,66837
1593,71905
1593,70021
1594,71173
1594,44468
1594,31678
1594,15390
1594,76208
1594,55299
1594,63590
1594,66023
1594,9327
1594,68906
1594,22178
1594,27793
1594,42925
1594,14493
1595,19408
1595,40641
1595,16321
1595,32871
1595,74604
1595,34434
1595,70103
1595,31683
1595,23802
1595,8559
1595,7457
1596,74724
1596,47622
1596,48831
1596,18294
1596,31394
1596,69187
1596,78861
1596,76040
1596,46948
1596,70818
1596,71290
1596,54296
1596,36676
1597,47315
1597,77563
1597,62263
1597,48763
1597,43725
1597,54688
1597,48831
1597,48994
1597,26589
1597,64374
1597,74432
1598,68197
1598,65192
1598,66703
1598,78573
1598,71555
1598,45401
1598,34920
1598,58064
1598,82506
1598,64989
1598,40945
1598,77144
1599,66838
1599,72019
1599,21114
1599,55430
1599,23161
1599,53228
1599,61945
1599,80414
1599,36887
1599,74460
1599,32082
1599,84509
1599,24810
1599,66974
1600,62199
1600,73476
1600,54112
1600,66450
1600,57616
1600,35071
1600,62124
1600,54068
1600,13109
1600,6199
1600,47577
1600,48211
1601,33621
1601,4834
1601,84643
1601,43942
1601,48772
1601,62587
1601,47862
1601,54212
1601,76996
1601,55236
1602,79709
1602,53491
1602,76502
1602,51856
1602,37609
1602,68529
1602,70859
1602,65427
1602,69993
1602,81754
1602,10171
1602,40838
1602,71138
1602,80696
1602,84330
1602,73963
1603,60422
1603,40901
1603,2111
1603,41999
1603,23083
1603,20344
1603,64748
1603,59539
1603,33381
1603,68114
1603,60850
1604,44933
1604,75953
1604,45804
1604,34707
1604,48616
1604,77743
1604,74910
1604,30568
1604,51607
1604,41536
1604,53512
1604,16600
1604,49756
1604,55677
1604,60407
1604,84324
1604,26370
1604,55790
1604,54651
1604,76346
1604,80027
1604,33055
1604,83242
1604,65945
1604,46387
1605,73942
1605,4142
1605,16737
1605,30352
1605,15205
1605,10393
1605,3314
1605,3563
1605,31114
1605,62518
1605,14509
1605,27505
1605,9767
1605,51049
1605,38469
1605,49384
1605,5675
1605,28319
1606,67185
1606,51369
1606,72414
1606,74524
1606,59998
1606,81754
1606,34539
1606,80389
1606,68418
1606,72200
1607,50643
1607,45178
1607,48159
1607,59319
1607,74211
1607,76251
1607,48464
1607,5091
1607,49940
1607,50146
1607,51479
1607,35874
1607,71852
1607,68414
1607,19058
1608,55684
1608,77476
1608,60354
1608,70390
1608,72345
1608,68406
1608,63901
1608,17998
1608,54459
1608,66991
1608,40782
1608,56167
1608,85292
1608,31432
1608,74570
1608,72319
1608,12003
1608,66725
1609,74305
1609,70839
1609,79701
1609,84324
1609,65032
1609,39794
1609,47791
1609,54776
1609,42380
1609,55581
1610,77970
1610,71291
1610,62626
1610,44390
1610,25064
1610,36015
1610,28118
1610,24295
1610,17494
1610,54238
1610,37927
1610,66133
1610,63550
1610,72888
1610,39001
1610,29507
1610,75354
1611,33887
1611,30676
1611,34267
1611,23866
1611,39649
1611,11044
1611,14788
1611,34918
1611,37304
1611,23400
1612,2108
1612,60295
1612,2924
1612,12509
1612,12411
1612,35381
1612,1978
1612,56511
1612,49068
1612,24433
1612,9800
1612,7164
1612,58395
1612,58782
1612,48961
1612,61549
1613,7166
1613,34847
1613,70087
1613,55032
1613,63394
1613,66468
1613,21064
1613,66926
1613,71276
1613,61355
1613,57758
1613,70528
1613,21212
1613,6477
1613,71363
1614,4561
1614,52391
1614,45263
1614,66214
1614,77250
1614,76704
1614,85292
1614,72142
1614,51937
1614,70268
1614,19981
1615,69331
1615,21756
1615,38079
1615,76393
1615,13913
1615,83086
1615,84670
1615,7445
1615,23631
1615,56591
1615,65111
1616,83291
1616,73007
1616,20141
1616,84450
1616,76808
1616,18781
1616,7735
1616,68364
1616,67082
1616,42036
1616,75723
1616,64143
1616,49217
1616,80278
1616,47883
1616,48516
1617,78076
1617,60543
1617,64404
1617,45252
1617,35750
1617,68313
1617,65828
1617,39461
1617,73095
1617,66007
1618,11171
1618,51655
1618,70247
1618,52652
1618,64746
1618,6228
1618,42822
1618,29713
1618,17332
1618,82541
1618,60984
1618,13790
1618,39093
1618,73090
1618,13572
1618,26639
1618,26860
1619,70852
1619,61942
1619,74911
1619,60102
1619,32968
1619,60757
1619,31702
1619,67683
1619,79522
1619,63559
1619,66337
1620,51626
1620,78780
1620,78859
1620,72168
1620,59510
1620,56713
1620,69993
1620,46624
1620,83225
1620,44808
1620,73016
1620,47921
1620,29696
1620,50066
1620,48490
1620,73378
1620,59611
1620,64088
1620,44612
1621,78438
1621,78427
1621,32935
1621,63594
1621,57800
1621,72014
1621,46175
1621,63763
1621,71377
1621,51627
1621,76662
1621,45092
1621,72888
1621,47105
1621,58606
1621,58345
1621,80274
1621,41760
1622,57907
1622,53809
1622,27600
1622,64486
1622,72792
1622,28841
1622,57227
1622,34868
1622,76392
1622,23845
1622,74911
1623,75943
1623,59524
1623,76729
1623,85355
1623,34229
1623,50538
1623,82422
1623,73982
1623,22260
1623,7145
1623,47059
1624,50219
1624,21884
1624,509
1624,28392
1624,38844
1624,10428
1624,33766
1624,88
1624,1568
1624,14426
1624,44254
1624,17916
1624,28898
1624,7020
1625,71789
1625,8861
1625,77577
1625,29049
1625,43632
1625,64671
1625,20574
1625,4166
1625,36998
1625,51502
1625,66214
1625,25196
1625,78820
1625,18315
1625,52246
1625,46710
1625,73472
1625,14733
1625,14992
1625,69534
1625,47050
1625,11455
1625,69773
1625,8679
1625,6902
1625,17324
1625,1368
1625,13211
1625,1366
1625,882
1626,64509
1626,39821
1626,61357
1626,28345
1626,7360
1626,47358
1626,13621
1626,7739
1626,39952
1626,74859
1627,49880
1627,36602
1627,49480
1627,62675
1627,76502
1627,61536
1627,47926
1627,63645
1627,54199
1627,43915
1627,76319
1628,57455
1628,69408
1628,25036
1628,64927
1628,48667
1628,73061
1628,68647
1628,58789
1628,61779
1628,55557
1629,80699
1629,46080
1629,55314
1629,37181
1629,45477
1629,55660
1629,81709
1629,49166
1629,20550
1629,57975
1629,70568
1630,38159
1630,8177
1630,49383
1630,19976
1630,44938
1630,16797
1630,404
1630,54313
1630,38528
1630,13354
1630,13854
1630,16464
1630,20884
1630,46509
1630,49106
1630,27788
1630,50233
1630,10713
1630,41933
1630,3277
1630,54823
1630,19762
1630,16684
1630,76191
1631,36891
1631,53552
1631,23587
1631,77629
1631,68723
1631,75321
1631,39664
1631,71657
1631,55082
1631,39223
1631,72168
1632,51025
1632,62708
1632,58373
1632,69359
1632,42188
1632,39889
1632,72854
1632,78959
1632,64791
1632,51214
1632,31752
1632,52956
1632,72728
1632,557
1632,57492
1632,81320
1632,72792
1633,23976
1633,32553
1633,14506
1633,46593
1633,41940
1633,11714
1633,58192
1633,72966
1633,1876
1633,28874
1633,41297
1634,75177
1634,49118
1634,73009
1634,61546
1634,59920
1634,82121
1634,66528
1634,26487
1634,74948
1634,53130
1634,64473
1635,71228
1635,71275
1635,50480
1635,50620
1635,56099
1635,54478
1635,42195
1635,44077
1635,42232
1635,79772
1635,79669
1635,63584
1635,70481
1636,56449
1636,51340
1636,33882
1636,48936
1636,73828
1636,60081
1636,64662
1636,46008
1636,76160
1636,75176
1636,40558
1636,42387
1636,14954
1637,85165
1637,56782
1637,67569
1637,64833
1637,24030
1637,68173
1637,9828
1637,30105
1637,16862
1637,17995
1637,66123
1637,32734
1637,15869
1637,5448
1638,21350
1638,49615
1638,76391
1638,33128
1638,62192
1638,51711
1638,57418
1638,65370
1638,85381
1638,74208
1639,2839
1639,19655
1639,20995
1639,12405
1639,18570
1639,7622
1639,48
1639,15333
1639,14187
1639,27370
1639,16808
1639,15844
1639,4968
1639,29600
1639,40067
1639,1239
1639,19167
1639,1671
1639,45677
1639,56306
1639,220
1639,4337
1639,71231
1639,17205
1640,16973
1640,4298
1640,4086
1640,3844
1640,3696
1640,75906
1640,65885
1640,50541
1640,40854
1640,69778
1640,23285
1640,66557
1640,48611
1640,15429
1640,62532
1640,59047
1640,41034
1640,44648
1640,65858
1640,27876
1640,54217
1640,52639
1640,66203
1641,71613
1641,55471
1641,76031
1641,61536
1641,66552
1641,57102
1641,61926
1641,36610
1641,79895
1641,68335
1642,51050
1642,56145
1642,65536
1642,73954
1642,68191
1642,51315
1642,85461
1642,31142
1642,46425
1642,20812
1643,85081
1643,43014
1643,69993
1643,82774
1643,74418
1643,52283
1643,68955
1643,62925
1643,72401
1643,82746
1643,41009
1643,35298
1644,69507
1644,43079
1644,37849
1644,22284
1644,1514
1644,33156
1644,36393
1644,49479
1644,84530
1644,65280
1644,81853
1644,32344
1645,77179
1645,16634
1645,62361
1645,80345
1645,37811
1645,52246
1645,33232
1645,74948
1645,75857
1645,56797
1645,55383
1645,44419
1645,62359
1645,47949
1645,55648
1646,4799
1646,48067
1646,63576
1646,71313
1646,9647
1646,83036
1646,10001
1646,56719
1646,71493
1646,62229
1646,69213
1647,74347
1647,13173
1647,25265
1647,40098
1647,68124
1647,73124
1647,792
1647,9397
1647,70775
1647,11491
1647,26663
1647,37579
1647,40846
1647,69589
1647,44177
1647,4996
1647,3270
1647,36958
1647,53971
1648,46492
1648,53314
1648,80722
1648,62927
1648,63271
1648,79553
1648,84869
1648,7463
1648,10273
1648,24424
1648,24886
1648,78775
1649,76647
1649,46728
1649,43993
1649,44549
1649,9798
1649,36849
1649,72931
1649,48836
1649,76102
1649,77717
1649,68886
1649,6645
1650,49350
1650,74755
1650,69320
1650,65710
1650,71113
1650,72346
1650,54596
1650,44209
1650,52503
1650,9942
1650,58754
1650,47256
1650,58301
1650,42370
1650,57962
1650,70714
1650,83090
1650,49989
1650,59998
1650,69011
1650,74048
1650,67440
1650,71764
1651,75951
1651,8716
1651,66362
1651,6015
1651,24831
1651,69257
1651,66910
1651,49959
1651,33843
1651,778
1651,77265
1651,54695
1651,53749
1651,14439
1651,63147
1652,55559
1652,73718
1652,37445
1652,36889
1652,45225
1652,61469
1652,59311
1652,33412
1652,42198
1652,49083
1652,63586
1653,64069
1653,64834
1653,74605
1653,67426
1653,84714
1653,79861
1653,79648
1653,80400
1653,56719
1653,77894
1653,34706
1653,65106
1653,74881
1654,19471
1654,52843
1654,59768
1654,34425
1654,80049
1654,32208
1654,46615
1654,56251
1654,62248
1654,48524
1654,72822
1654,74056
1654,26134
1654,26726
1655,76492
1655,76637
1655,66605
1655,74721
1655,79408
1655,24387
1655,67982
1655,67510
1655,45644
1655,54536
1655,84793
1655,63559
1655,25250
1655,65766
1655,53475
1655,52035
1655,58340
1655,58953
1656,66378
1656,76762
1656,32640
1656,62635
1656,73567
1656,43883
1656,61196
1656,51607
1656,22382
1656,57365
1656,54366
1656,42425
1656,83564
1656,35854
1656,46333
1656,54651
1656,83066
1656,62142
1657,83317
1657,66652
1657,38197
1657,59320
1657,27870
1657,69468
1657,55558
1657,44625
1657,72189
1657,40147
1658,45094
1658,33219
1658,77798
1658,80047
1658,72889
1658,73566
1658,13536
1658,46517
1658,37665
1658,55318
1658,78740
1658,60057
1658,58120
1659,7505
1659,13732
1659,42906
1659,81766
1659,70972
1659,11067
1659,70472
1659,43277
1659,20245
1659,56694
1659,19711
1659,33269
1659,16139
1660,40844
1660,7664
1660,48722
1660,77942
1660,7618
1660,83688
1660,37742
1660,76237
1660,50049
1660,40068
1660,5144
1660,8327
1661,47208
1661,6111
1661,84933
1661,11655
1661,8926
1661,23674
1661,59635
1661,31347
1661,52441
1661,69047
1661,56336
1661,10145
1661,16360
1661,78378
1661,46235
1661,9089
1661,14951
1661,20854
1661,22110
1661,35620
1661,59164
1661,21506
1661,19921
1661,71840
1661,54528
1661,43450
1661,75189
1661,42399
1661,4024
1661,30983
1661,81224
1661,4541
1661,11026
1662,65881
1662,56078
1662,64741
1662,36822
1662,63224
1662,12307
1662,23987
1662,79946
1662,70980
1662,79429
1662,48551
1662,16197
1662,46284
1662,53522
1663,42351
1663,38815
1663,1759
1663,6298
1663,13469
1663,19854
1663,35223
1663,76320
1663,79580
1663,53691
1663,68483
1663,19677
1663,39934
1663,79686
1663,66857
1663,36661
1663,63078
1663,76846
1663,50778
1664,57520
1664,43555
1664,12732
1664,74826
1664,39222
1664,82334
1664,37638
1664,40072
1664,83975
1664,32215
1664,5657
1664,23985
1664,55367
1664,67490
1664,83178
1664,46755
1665,69473
1665,69667
1665,81094
1665,31498
1665,84187
1665,47732
1665,66130
1665,62729
1665,15292
1665,75154
1665,66044
1665,69409
1666,82705
1666,68444
1666,51653
1666,70749
1666,42172
1666,15386
1666,49301
1666,80071
1666,73907
1666,66294
1666,48659
1666,34969
1666,20805
1666,43680
1666,72779
1666,43773
1666,80016
1666,78108
1666,53141
1666,79824
1666,17164
1666,30206
1666,84431
1667,68409
1667,28837
1667,60025
1667,66104
1667,40490
1667,80437
1667,78372
1667,53643
1667,82763
1667,55399
1667,70663
1667,47473
1668,79596
1668,77907
1668,55325
1668,81216
1668,70621
1668,67099
1668,40157
1668,48124
1668,44798
1668,71440
1668,75137
1669,83351
1669,80185
1669,74674
1669,58157
1669,58733
1669,28046
1669,77203
1669,43903
1669,79960
1669,59893
1669,39937
1669,53406
1670,81838
1670,57463
1670,43008
1670,41754
1670,59256
1670,4921
1670,22835
1670,53475
1670,26961
1670,69312
1670,6534
1670,79302
1670,43800
1670,78132
1671,84027
1671,28640
1671,67666
1671,65973
1671,64262
1671,60264
1671,45371
1671,18056
1671,31140
1671,47106
1671,7976
1671,77023
1671,45223
1671,53983
1671,31429
1671,61216
1671,69949
1671,43591
1671,7655
1671,16005
1671,43575
1671,44091
1671,49352
1671,46300
1671,84061
1671,68109
1671,8523
1671,7011
1671,22909
1671,5845
1671,22841
1671,2844
1672,28136
1672,72166
1672,24121
1672,17270
1672,2608
1672,35053
1672,13309
1672,40287
1672,33290
1672,2908
1673,16810
1673,61911
1673,75825
1673,74808
1673,82549
1673,7345
1673,77836
1673,82911
1673,66831
1673,74545
1673,57420
1673,36776
1673,75758
1673,35473
1673,38251
1673,47498
1673,54290
1673,82595
1673,59946
1673,20230
1673,51782
1673,60746
1673,76477
1673,81527
1674,1255
1674,23995
1674,13328
1674,31192
1674,12045
1674,34580
1674,10713
1674,4227
1674,79
1674,53063
1674,1029
1674,10912
1674,55256
1674,5441
1674,6607
1674,10186
1674,59462
1674,56141
1674,55963
1674,31941
1674,43933
1674,48425
1674,72314
1674,53067
1674,18625
1675,80846
1675,64009
1675,63071
1675,44626
1675,59585
1675,69685
1675,56043
1675,48437
1675,54994
1675,14008
1675,38378
1676,12614
1676,11793
1676,28717
1676,54611
1676,1215
1676,12772
1676,78948
1676,14337
1676,32699
1676,67605
1676,47789
1676,61706
1677,61005
1677,30422
1677,43926
1677,26602
1677,32595
1677,19716
1677,46191
1677,46140
1677,78925
1677,53000
1677,25219
1677,72254
1677,64194
1678,10828
1678,991
1678,20780
1678,37555
1678,5632
1678,64804
1678,51340
1678,41043
1678,44307
1678,32960
1679,47620
1679,81997
1679,45525
1679,71755
1679,47971
1679,35970
1679,38871
1679,59634
1679,47926
1679,62359
