item,category
48975,4283
33233,4283
54909,6426
35022,4520
81325,8824
68589,6426
62177,6261
71566,4283
45956,6426
60388,6426
54101,1665
67980,4283
25033,4282
46507,4520
69587,4520
83840,4520
29794,8824
25618,4520
18534,4283
59481,4282
22573,4283
62609,4520
34917,5539
75612,4520
69623,4283
51142,4283
52614,6426
75321,6261
34841,122
58391,6300
59651,6261
46355,6426
74905,7146
80808,4280
59842,1665
66644,1665
56778,6341
59156,6508
9801,5515
81913,1665
62729,6300
51104,1665
56556,1665
70543,4520
51533,6261
67440,6261
50915,4520
76354,4520
15653,6379
57786,4520
77716,6378
18603,6244
53112,4520
13342,6379
48964,6244
31465,6378
15006,6379
71306,6261
69993,1665
25636,6244
76504,6261
63262,4284
62123,4505
32468,4520
60902,4520
61249,4520
76353,4520
60866,4520
69551,4520
29504,7146
83831,7146
82174,4520
29045,4520
71950,6261
67448,4282
45579,6261
52470,4281
84720,4280
54374,4281
72270,4282
53006,6261
51806,6261
82942,4282
62411,5166
81844,6261
36989,6261
11435,6261
42905,6261
12481,4292
67652,6261
51090,6261
25102,6261
79716,6261
67812,6261
73345,6261
61883,6261
45040,6554
28793,4281
56234,4292
28292,856
63730,1665
712,6554
35072,6952
82813,4292
73836,1665
58452,6554
78393,4292
53780,6152
35568,4521
61433,4521
73536,1665
72467,6082
71684,1665
53685,1665
81686,1665
33295,6152
80247,1665
51130,4521
77027,4280
2443,12069
65680,4281
70888,6423
58797,4280
77684,4280
78380,4281
68427,6421
9794,10876
54679,4280
34256,4282
11118,5154
27681,6183
46266,4281
60529,4520
36593,4281
10387,4292
56585,4281
42084,4281
35177,6183
58212,4281
16238,6261
27138,4505
16335,6379
37260,6281
11486,6281
34906,562
1692,6711
20085,6379
50047,6261
55698,6281
5939,6281
8186,859
21637,6281
11376,6261
16609,6281
56997,4284
57505,4520
73033,4520
77912,4520
78588,4288
71175,4520
65569,4284
52021,4520
60812,4520
58951,4288
59584,4520
78998,4520
65925,4520
78920,4520
80590,4521
57606,4520
69945,4520
80680,4520
64326,8660
82541,4284
40933,4521
43891,4282
75261,1665
60256,4282
73632,1665
24128,6423
65672,1665
53201,4292
56093,1665
32880,6426
81713,6261
37866,1665
9163,6423
59319,1665
13920,6423
55690,1665
72346,4281
63114,6261
62036,1665
77172,1665
62508,1665
79623,1665
73476,1665
50212,6980
19464,10536
8281,6980
37443,644
20380,6980
79732,6980
1727,10536
41321,8925
38877,6997
195,6980
16448,11791
13533,123
17687,9494
8689,11486
22046,6251
27944,5953
29923,11791
41198,7208
32794,6251
4645,294
30624,4534
12949,7211
80054,770
25635,7339
57664,7339
8141,7211
34133,5953
18333,7339
9359,10705
80807,6261
54000,4520
44100,4283
46114,4280
75887,6261
84310,4284
42323,6423
46830,1101
83354,1665
84591,4282
74731,6261
34451,6250
44949,7428
48442,6261
63542,6261
83620,6261
63561,6261
71327,6261
69193,6261
59907,731
80648,6261
36055,6261
64126,731
61569,5539
44306,11123
81983,6261
80061,6261
69378,4280
73256,6261
74872,6261
80015,6261
80171,6261
70134,4282
52910,6152
69627,4282
56997,4284
67998,6261
84437,4282
76290,4282
74854,4282
59097,4282
66182,6261
65104,4284
80227,6261
64448,4284
67665,6261
64826,4282
63551,4282
17397,9689
12868,9494
17857,9494
80735,9447
1806,9824
56554,9689
32140,4307
72953,9494
2466,9689
55956,9689
73283,9494
16822,9689
6601,9688
4349,9824
21044,9689
24188,9824
4155,9494
28195,4280
45914,4281
65469,4282
61779,4281
76416,4281
9885,6925
81676,4282
69378,4280
84307,4282
66460,1665
72528,4281
47808,4520
4932,6925
57203,6183
19774,6426
50242,6426
57455,4282
83413,6426
55506,7146
39298,7146
85243,7146
49894,6426
82990,7146
71537,4280
65789,6152
61703,6261
56950,6426
47628,6251
83025,6261
6977,7214
25636,6244
32670,7214
58850,6261
82577,6426
77489,4282
29663,4282
54762,4520
27371,5957
5856,4520
13014,6428
72546,4520
31356,4282
62389,4282
28626,4283
75639,4283
35474,6261
64285,6261
71363,6426
66871,6261
32567,6423
17678,6423
38176,6426
59923,6423
76512,6261
38620,6261
61827,6261
9796,6261
48408,6261
38193,6423
84781,1665
75422,4520
67756,6261
23925,4286
61387,6423
54415,1665
85240,1665
44630,6261
8195,4282
21692,1665
19657,6423
24744,6423
36279,4285
48417,1665
39178,5953
53091,1665
56508,6423
19465,4286
25439,5953
76960,6261
68799,6261
22498,4286
73314,6261
51717,5953
81844,6261
3972,5953
14088,6423
44821,1665
7902,4286
67440,6261
73722,6261
78385,4292
80241,6261
53357,1665
68971,6261
56415,6261
52031,6261
62695,6261
71228,6261
62177,6261
78963,1665
57473,6261
75988,6426
52142,6143
59781,4284
14817,6152
51860,6261
64837,11681
63433,2252
12881,492
61821,2252
62931,6143
68060,4280
63104,4280
67053,1665
40766,4280
13795,1665
36098,6300
68061,5953
39067,4280
60588,4280
56870,1665
79156,6957
62606,1665
72329,1665
70774,1665
59206,6519
14759,492
64081,6547
67561,492
63620,6547
12881,492
21565,492
61513,6547
26313,492
19670,492
34642,492
62874,6548
26911,830
37083,6313
13001,5410
56716,6736
3526,492
30670,492
20183,492
57805,492
42690,6313
67040,4282
54909,6426
36904,4521
51277,4282
83358,6426
45509,6426
85180,4282
65936,5166
72223,4282
62505,1665
71502,6426
58064,6261
81850,1665
77912,4520
71879,6261
60529,4520
79214,6261
83940,6261
55564,6261
58507,6261
63165,6261
70646,6261
80635,1665
55112,6261
62430,4520
76514,6261
43030,1665
31262,4284
82774,1665
54511,6261
41691,6261
53194,6261
84781,1665
68581,1665
67047,6261
72309,6261
6883,4284
65475,4505
63636,4505
66768,6152
42257,4505
40773,6378
11312,6806
78500,6406
76005,6142
25850,6142
70126,6158
57081,4526
61834,562
32716,4280
25801,4280
55986,1665
57874,6261
79022,4292
37138,4280
44377,6408
64058,4280
71944,1665
51201,4280
67940,4280
22395,4282
55557,562
59007,4281
67099,4282
66702,6300
66534,6261
75111,4281
70850,1665
65192,6261
84442,4282
65820,4281
51504,4282
21980,4282
58850,6261
72702,6426
66732,6261
48857,4281
25475,4283
69993,1665
53784,6736
43722,6736
48082,4282
23639,4282
69841,4282
77824,4282
53895,6736
32593,6735
33795,1535
16754,1535
70659,1665
73724,4280
42358,4521
60373,10717
64790,4280
61109,10717
70124,4521
71464,1665
64296,4521
78007,1665
46490,5957
32512,4521
60326,10717
76623,4282
62425,6421
66429,1665
79615,4287
65891,4282
78049,562
63176,4281
62333,4281
66082,4282
83845,4281
81864,4280
71960,4284
58083,4281
81972,4281
81480,6952
70347,6406
74477,6952
42043,6806
52534,6806
40320,6142
3059,6682
35882,6952
33203,6406
39851,6142
58246,4283
44624,4282
42415,6261
28543,4521
51768,8113
54271,4278
28251,4278
83932,8113
66534,6261
83939,6261
74511,8113
3589,10811
20220,932
18931,932
15721,932
17600,932
62934,932
15898,932
30595,932
53877,932
19374,932
79664,4828
60467,932
1991,7146
58559,4282
70402,6952
69978,4520
61702,6554
47221,6554
62724,6183
74744,6181
50507,4282
73459,4282
59954,4283
78215,4282
61151,4282
28308,6423
78300,4282
83165,4282
49366,4282
73753,4282
58295,4282
84108,4282
73131,4282
25950,4521
59921,4520
74524,6261
64836,6261
65469,4282
9270,9687
60029,6261
48352,6261
49152,6261
79709,6261
51806,6261
77476,6261
50620,6261
74524,6261
48290,6261
50066,6261
65487,6952
26106,4520
64760,7146
28624,6952
67877,6261
81120,6183
48985,7146
60507,4520
73531,5954
42282,1665
48823,6426
57066,6426
40824,6426
57612,4513
67477,6426
34522,4513
13566,4513
49665,6426
57992,1665
67891,4280
11599,7208
27050,4283
70381,4280
48700,7208
58163,7208
82957,4283
42235,4280
79492,4283
27394,6806
66908,6139
53214,4283
61569,5539
37717,7146
47437,6379
42900,4307
85276,6432
51834,6952
57770,6379
29100,7146
60083,6183
9723,4589
76094,7146
44771,7146
39765,6554
85447,7146
31425,5539
68035,6183
59069,6952
49011,6183
84768,6261
51018,4288
66391,6426
7336,6426
48137,562
8157,6426
37816,6261
62712,6426
38080,6407
35772,6426
52816,6426
26685,6426
41589,6426
9514,6426
55038,6426
47804,1665
65944,6261
41326,4282
54345,1665
64224,1665
66785,1665
77185,1665
65828,1665
76738,1665
58633,1665
4309,4301
63494,1665
52300,4282
60255,6261
58406,4282
16434,4815
66661,6426
22876,3050
12708,4613
13434,4815
18484,4613
39063,7836
12343,4816
63309,9447
12933,4815
9694,4816
12562,9447
69691,4281
28762,4521
3458,6261
47604,4281
69655,4520
52942,4284
38779,4520
31752,4284
65531,4520
55735,4281
59021,1665
75159,4281
79636,6261
62013,6261
59584,4520
72118,6261
55754,6261
58918,4281
78235,4281
78238,4281
78800,4281
68500,6261
68814,6261
69118,6426
72820,6261
58083,4281
75758,4281
64154,6261
78078,6261
57694,6261
58030,6407
2627,1259
1182,9514
67258,6407
74446,6407
18196,1259
18997,1259
353,688
11546,5759
4652,1259
67007,6407
22737,6261
58166,6261
51357,6261
60102,6261
58626,6508
67324,6423
84511,6300
38563,6261
61914,6423
64896,6261
53387,6261
62793,4520
65641,4281
69825,6181
61831,6952
12930,6261
55092,6554
23602,4290
51473,6181
68290,731
63549,6181
8948,5510
24629,6421
62415,4280
61943,1665
78640,4281
33295,6152
55815,4281
39569,4281
63155,4280
75729,4281
77124,4281
56109,6421
70069,4281
57414,4280
84107,4280
35374,4280
73758,1665
83386,6261
50550,6261
70481,6261
36143,6261
38719,4288
29071,573
78263,6261
85145,1665
44683,448
83316,6261
29665,448
82112,1665
84032,6261
62180,6261
68760,4288
81394,1665
34832,573
24402,6261
49661,6261
63559,6261
56944,448
18321,448
68408,4280
60178,4281
32390,4281
61945,4281
27114,6554
48572,6735
47039,6554
75518,4520
68743,6423
77661,6735
78211,6246
39098,4520
64335,4281
66619,4520
25633,4281
13291,6421
16756,6244
76931,4281
39683,4281
14555,6421
45416,6300
35571,3787
20714,4292
40590,6421
63819,4280
61573,4280
33903,4284
34700,4280
78087,4282
80529,4282
71111,4280
6661,4283
19551,4284
75391,4282
29828,4290
56555,6261
72405,6545
41881,4281
33876,7208
38796,4281
15667,4281
8749,6300
69188,6300
20372,6952
78093,6261
52515,859
48790,6261
29475,4280
60378,6261
58059,4280
15971,859
30166,6261
61964,6261
46523,6261
45822,6261
66907,6261
3183,10704
60903,6261
8202,859
77578,4521
66865,4521
4568,10479
68100,6427
4411,359
34634,6261
8649,6432
69380,4520
82182,4280
81524,6427
2661,359
16715,4520
70357,4280
75679,4520
57509,4280
42702,4281
61278,4520
61106,4280
73476,1665
35253,4520
53228,4281
77547,6300
78816,4520
78005,1665
36933,4280
59842,1665
65427,4283
79084,6261
71263,1665
74524,6261
71722,4280
68750,1665
49424,1665
16366,4284
72712,8112
59555,6426
20283,8112
16211,8113
9496,8113
6271,8113
77225,5166
51385,6426
15406,8112
72986,1665
49335,6426
28541,8113
31844,8112
33543,8112
20571,8112
82394,6426
13616,8113
36307,6426
48438,8113
2416,8112
33410,8113
6145,8113
67223,4281
45945,6554
62780,1665
24782,4768
26816,5953
59449,4283
78300,4282
37457,10758
64223,10758
60107,7205
77907,4282
17589,6708
40106,6708
80973,6679
65839,6341
73938,6404
83819,4280
37347,6724
15922,10875
7473,6679
39741,6708
24225,6679
32331,2211
460,2211
53460,6708
30545,6261
60764,6261
54856,7340
54870,5920
4419,811
74483,4281
2927,9151
44605,811
946,6309
67905,6261
3665,811
67070,6261
58953,6261
70381,4280
79356,4301
41862,1665
77329,4280
69993,1665
61703,6261
81919,6261
16083,4551
75535,6261
55578,6952
9843,856
9853,7980
64351,6261
27703,7980
30631,7980
21315,6255
34576,7980
64451,6261
49185,7980
14772,7980
65802,7980
58168,6261
42048,562
55748,7146
35529,7980
56064,562
74649,506
26144,7980
58784,6261
60716,6261
61389,6261
2485,6730
36217,6547
52936,6547
12460,6730
43246,6730
30748,3786
23177,4384
25722,6256
4268,6730
72369,6730
61953,4284
40484,562
13890,562
43938,4284
51377,4282
83892,10810
77910,5856
59009,9688
25888,4521
34035,5856
58758,10811
59174,562
32046,562
80929,10810
25193,5856
49997,9493
65708,562
20411,2249
84,9688
54442,6736
28402,4384
4596,2249
58145,6261
50338,9187
28752,6715
36061,4282
17559,6544
22056,6561
61917,12069
22459,4280
36838,6806
149,6516
58046,6544
54769,6300
43388,9187
63006,6183
37535,6261
35057,1665
51289,6511
62918,6261
26989,6509
20938,6261
28111,6261
83990,4385
38336,4281
24099,6261
53558,6261
53137,4505
62670,4282
43039,4280
17555,4521
26948,4282
14461,4280
3320,1535
61955,4280
22099,4280
44378,6261
70934,4281
35674,4282
59693,6261
36189,4280
46756,4280
43925,4280
31500,4280
42493,4280
35087,4281
37776,4505
75835,6261
46620,4280
36072,4505
28434,4280
35677,6261
76640,6261
53693,4281
32125,4505
73157,4281
24610,6261
59336,6261
53544,6427
4487,7509
43664,4282
55712,6952
76439,4282
35796,6593
48772,4282
41197,6423
74217,6427
11201,7214
62836,6952
83939,6261
77070,6261
81359,6261
79653,6261
64769,1665
68669,6261
74914,6261
55557,562
79615,4287
68425,562
74872,6261
74731,6261
67825,6261
84932,6261
43245,5166
21371,6261
81317,1665
54567,6261
72094,4280
28909,6261
65087,4280
77225,5166
27305,5467
63971,5467
64202,5467
6956,5467
12100,5868
37890,5467
68756,5467
461,5467
54313,5467
52902,5467
3171,5868
26587,5467
72278,5467
79925,841
63845,6152
45447,4284
6332,841
83366,4281
74706,1665
19895,841
28293,6152
25250,4284
32213,4284
57633,841
59822,6426
73504,4282
77497,4520
74910,6261
82228,6261
57694,6261
60753,6261
62263,6261
51340,6261
30838,6261
70631,6261
53045,6261
94,4526
53808,6261
50293,6261
73101,6261
63411,4282
55815,4281
55493,4282
60529,4520
36212,6261
14195,6261
46718,6261
48890,4281
56205,6261
49390,6261
55885,6261
24724,4280
60620,6261
58246,4283
51954,4520
57442,6261
83750,6261
51539,6261
47498,4283
54536,4283
39926,6261
50308,6261
78215,4282
46844,4282
71529,6261
71780,6261
37964,4283
53336,6261
65161,4282
66258,1665
79772,1665
55055,4280
85426,1665
68158,4282
62780,1665
10768,1226
62849,4520
84491,1665
65351,4281
36743,6261
41563,6261
28570,5539
26591,6261
24807,6261
54895,6261
55409,1665
43915,6261
45289,6261
61646,1665
60645,6181
68167,6261
82059,6261
47988,6183
75188,562
69946,6261
78922,4283
44292,4283
82303,562
70726,6181
60029,6261
14396,5166
76369,6261
58230,6261
58580,5166
61988,6261
74425,6261
57381,6261
716,4384
37565,4280
35128,7146
80797,6261
56354,6261
35381,4521
4919,859
14583,859
82415,1244
22011,7340
76363,1665
63838,859
4849,859
81482,4521
8996,7340
80093,4520
32410,4281
2624,11447
3549,4516
30084,11447
75448,6410
3075,4620
15713,4620
11737,4620
15441,11447
5852,11446
66700,4620
34567,770
57585,4281
42003,8118
76077,4281
38855,231
26298,4427
76818,6836
21762,4282
41296,910
2545,910
62269,856
80685,856
42664,5779
1485,6711
59132,856
62108,856
30969,856
74056,856
55056,856
33651,6711
44597,856
29949,856
62075,1665
28837,4281
4925,5329
82248,4281
80323,4281
36152,5329
46157,5329
47213,5329
8398,5329
4012,2628
72616,4290
37157,4284
52442,5166
4031,4290
64861,4290
54190,1665
48038,1665
75146,1665
73585,1665
45490,6432
61248,1665
54189,1665
66991,4281
59066,4290
75771,1665
76083,1665
45137,1665
68829,4282
74928,6261
83351,1665
40283,6261
70533,4520
62073,6261
41195,4282
17487,6423
11496,6423
55952,6261
54651,6261
18431,6423
48932,4520
74942,6261
60925,6261
59247,4282
74755,6261
78411,6261
52621,6423
79127,4282
24506,4283
68049,6261
46039,4283
70840,6261
18219,5406
74944,6261
82817,5329
44125,6426
32806,6423
60434,5467
31007,6423
6963,5329
71460,7348
6244,6055
49138,6261
83525,6261
73290,6261
58880,6261
71807,6261
74570,1665
9732,6261
57672,6261
45610,6261
59777,6261
78080,6261
2004,6080
78393,4292
11493,7340
51137,4292
60102,6261
31897,6093
71355,4292
5541,1544
53202,4292
53244,6261
40438,4282
66852,6177
52247,7146
83752,7146
72563,6177
21042,6510
33220,6952
80625,6508
67628,6508
52234,6177
44878,5510
75946,6512
14297,5510
64021,2254
29297,5510
68546,7146
82990,7146
34808,6426
60026,6426
21414,841
41183,6426
53215,6426
55635,841
76213,841
45795,12399
5870,6426
51221,731
34888,6515
69359,4284
82615,4282
68561,4282
53468,4281
58986,4282
77940,4284
80948,4283
47628,6251
25033,4282
78800,4281
56997,4284
61988,6261
77368,6736
59585,4280
46534,4520
75638,4282
11438,6736
60316,4280
60838,4280
55114,4281
73241,4280
48929,4282
38570,6736
62446,562
59079,562
81353,6244
69932,4505
21209,9687
13773,9687
62412,562
44489,4280
28095,562
25256,5954
45178,4281
57981,6261
81493,6426
63227,4282
49940,4280
51830,6261
59729,6957
56168,4283
24558,4283
26722,4280
39402,5957
38860,4283
45849,6300
43421,4283
44560,4283
42811,6957
82442,4281
44710,6261
57363,6261
62202,6261
40498,4281
55714,6261
47852,1665
55916,6261
50123,6261
43785,6261
31740,4281
81782,6261
23772,6261
41772,4281
38552,4281
75007,6261
75342,6261
59998,4281
56555,6261
20770,4281
31184,4505
10062,16
17925,12157
10714,4539
10665,12157
9826,16
38249,4539
43395,10876
63726,4385
79747,10876
34595,4505
67797,10876
49722,4385
25308,6141
65624,6261
64012,6261
43351,6952
60024,6426
72287,6261
63029,6261
29639,856
52648,6519
31960,6426
29418,6261
68032,6261
25913,4290
45943,856
44001,4526
71725,4281
65514,6261
65044,6261
51633,4290
69179,4281
28661,8624
41479,4267
57363,6261
47908,6426
28196,6426
25943,8623
5791,859
26417,1154
20112,8624
18727,457
18094,8623
11733,8624
1344,6261
75693,6261
30076,6426
18637,8624
16671,8624
65727,859
82397,6426
9544,811
16129,1519
19467,811
17891,6423
2796,6423
61042,1483
19195,6564
64242,6182
56328,6423
24779,4267
22420,6622
24628,1483
19228,1483
28135,6564
41210,6261
51016,1665
54696,7146
73666,6519
63549,6181
80060,6183
66797,11123
80047,856
47834,6261
83036,4282
48040,7146
85005,6519
64208,4282
53711,4288
32437,4520
41549,4292
56755,4288
50233,4282
71896,4292
64941,6407
18336,5861
60064,6736
6672,6172
19502,2468
63449,6092
18371,1157
10750,6095
26045,6092
24261,2468
39575,4292
9021,6095
18873,9400
37470,3787
48239,6095
12532,6095
16363,2468
12889,2468
39919,2468
73247,4520
63211,4520
67583,6952
47313,6183
73487,6952
70047,4766
28577,5490
11568,5467
57661,5779
31906,5467
29254,6952
9155,5467
49572,731
28327,5779
45247,5779
21504,6952
14038,7746
6829,6952
41447,5779
57659,856
45687,856
40944,856
58452,6554
15910,7211
22643,6251
48234,856
51620,6177
44746,6183
61865,856
57257,6183
74012,5869
73468,856
38439,6183
68367,6251
45755,6251
83135,6183
7825,5869
84361,856
54201,6251
39730,6183
29763,6057
38319,4281
75851,6554
77640,6423
34550,5510
33671,5539
76282,6432
58002,6423
51655,6423
78097,6432
65436,6432
82194,6300
70470,1665
78272,4281
54536,4283
75349,6261
66848,6261
48388,7814
58078,6261
53276,6261
54101,1665
74706,1665
71537,4280
15878,9455
74771,6261
76209,6261
61711,4521
58986,4282
64013,6183
43770,6952
77476,6261
71529,6261
67695,6261
70218,6261
51077,6261
39612,6261
66657,562
78606,1626
63260,6261
54161,6261
72391,6261
51485,4284
56391,4520
59975,6261
67695,6261
10189,6261
82304,6300
57176,6261
65580,4520
61448,6427
72036,6261
83246,6261
63062,6261
53194,6261
72392,6261
58145,6261
32974,4292
67013,6512
67204,4292
82802,4292
79068,6554
54326,7845
85346,4292
77250,1665
29424,4292
56556,1665
30521,4292
37946,4384
73573,1665
68031,6261
57342,4282
82728,6427
42888,6427
65736,6427
65071,6735
32635,4284
67503,6952
21302,6143
48493,6261
9715,5779
65758,4526
46505,4526
83223,4526
48598,4526
38709,4526
55416,4526
61495,4526
66718,4526
33551,6512
24935,4521
36758,6512
32878,6426
25957,1665
65617,1665
56568,6423
26664,6176
50133,4521
59047,1665
48686,4521
52803,1665
65724,1665
59300,4283
35829,598
19085,6423
56094,6426
70903,6261
46907,6426
57716,4292
57440,333
79646,1665
45999,1665
56797,6261
41772,4281
67280,4281
72428,6261
57427,4521
8399,562
68637,4281
51130,4521
72700,4281
20263,6139
43915,6261
19500,6139
72735,4520
79106,4282
74394,4282
55704,4281
23506,6139
59941,6261
72036,6261
65336,4281
25398,6139
40493,4280
83513,4281
43462,4281
76368,6261
70715,4281
16420,6139
61043,6261
58378,4281
31985,4281
43079,4281
71800,6261
60245,6261
58826,6261
48450,6261
85284,4282
56415,6261
10571,6261
59320,6261
70218,6261
72266,1665
29828,4290
37220,4384
1458,7340
35876,5954
70106,6261
17332,6251
63638,6261
80689,6261
70482,6261
76488,6261
62984,6251
70840,6261
60773,6261
84768,6261
64624,6261
64607,562
59034,6261
47858,6261
57146,3787
57457,6261
74262,6261
76514,6261
60245,6261
47616,6261
73016,6261
73817,6261
63101,1102
80241,6261
76869,6261
69946,6261
72036,6261
63638,6261
81922,6261
68031,6261
22983,6261
74709,6261
60111,6261
30155,6261
85287,10876
59079,562
15444,7340
16210,6408
79253,4288
17907,458
73504,4282
32406,284
84019,6183
68958,4288
48076,4288
69529,8111
69185,1665
64467,4284
60107,7205
28270,562
67170,8112
84093,562
64897,4282
43222,8111
68671,5954
43544,562
72965,8112
9319,8113
46600,8111
47355,4284
13526,6244
71903,4284
68425,562
47798,8112
61491,4283
81413,8112
60413,562
54159,8113
76500,1665
58492,1665
27423,8112
63757,4284
37923,999
15332,999
2909,999
12179,7341
25917,999
35732,999
70692,1665
69890,999
57208,999
84450,1665
33354,1665
15579,999
65551,7205
30361,4284
16606,4824
37557,4521
69993,1665
78335,6261
28992,6261
35337,4520
60102,6261
63221,6261
62825,1665
53688,6261
19375,4824
66047,4520
56634,4282
57981,6261
57256,6261
56143,4520
41792,6261
59021,1665
39325,4280
59965,6261
45467,6426
47450,6426
51048,6427
57705,6261
74328,6427
74375,6261
68625,4287
67342,1665
79615,4287
61724,6261
80466,6261
66448,4281
59915,6261
73941,6261
64897,4282
20256,4290
36826,5957
38533,4281
57260,4281
13511,6421
52494,4282
57455,4282
69363,4281
35841,4282
64093,5953
70568,4282
38828,4281
55325,4282
11441,4282
13681,4284
82167,4282
66465,4281
63209,4282
76892,4282
29708,4282
5791,859
85319,1665
62508,1665
24787,859
73312,1665
43719,5953
75615,4282
68999,6427
64846,4520
56995,6426
76475,1665
48803,4520
60548,6246
25405,6261
45635,4281
73360,4520
49549,1665
57250,4520
35667,6426
58492,1665
75300,4281
58080,6261
40927,6300
7864,6261
83679,6300
38070,6261
24110,6300
84794,6300
25253,5954
59965,6261
37953,6300
49944,6426
57616,4520
76609,6957
75815,4281
48950,4283
74911,1665
83549,6426
75335,4280
64335,4281
53483,4284
26052,4281
73474,1665
69942,6426
56467,6408
68170,4284
57270,1665
83816,4292
42491,6426
26878,4288
43595,6426
44311,4284
80144,1665
3348,4284
65566,6261
77704,4281
49760,6261
54740,2240
17332,6251
70271,6261
83620,6261
62263,6261
70443,6261
69070,6426
50854,6261
78754,6261
17567,6422
78828,856
73632,1665
57455,4282
68931,6427
75991,4284
73573,1665
51902,856
36244,6427
65684,6426
72615,4284
59373,6427
22530,5472
65007,4281
55475,4281
82742,6261
27374,4385
67121,6261
32737,4521
66984,6261
68799,6261
85095,4281
77092,1665
51499,4281
61647,6261
36904,4521
76056,6426
22705,6261
83620,6261
73053,4521
72346,4281
78168,4521
85282,1665
46389,6261
73776,4281
69842,6261
72448,6261
66552,6261
63321,6261
69993,1665
54126,5953
54557,6261
75064,4521
51570,6261
77578,4521
73449,4281
74149,4282
45455,6428
40458,6428
22047,5143
42932,4520
42145,4288
81619,5143
44422,6423
65559,4520
37122,4520
78466,4520
75284,4288
57756,4283
65205,5143
24160,4520
85202,6423
47708,4520
61791,4520
62319,6183
46936,6183
80049,856
2073,6261
55302,6183
70109,856
61301,6261
65914,856
77691,6183
83461,856
41494,856
53187,6183
69804,6183
67310,856
46042,856
64647,856
53109,856
57400,6512
75419,6183
57022,856
77974,6183
66401,4283
78238,4281
72118,6261
63156,4283
56795,4283
83541,10810
68056,5349
70381,4280
13198,8056
2752,8056
81004,6261
61755,1665
21066,8113
63869,4283
54616,4284
40906,4284
73014,7339
1535,7339
6202,4283
9018,4284
71061,1665
85375,7340
27473,4284
20458,4284
6804,4283
79660,4282
73086,4282
79642,4281
76589,4520
40785,4283
67609,6736
76846,1665
66583,4282
40195,4283
42614,4284
57426,4520
69748,1665
74860,4281
57834,6736
82398,4520
64854,6736
63829,4282
20427,4520
73312,1665
67512,4292
49589,4292
45470,4292
26416,4292
44314,4292
46437,4292
61201,4292
74911,1665
47839,2252
20377,4281
49651,6261
78096,6261
62955,6261
39881,4520
47671,6261
76963,4520
43491,6261
84324,1665
56090,1665
70075,6261
55943,6261
76392,4520
27785,6261
72501,1665
5608,4283
48219,6423
63439,4283
78599,6261
69711,4520
56802,4281
40809,7146
68791,4282
80901,1665
56864,6182
78266,6423
64208,4282
61745,6423
64904,7146
12076,4286
58671,6281
40916,4520
17382,8856
18248,4291
35934,4283
25340,4283
8342,4283
62728,562
62787,4520
52155,5166
24171,5533
5416,4571
59055,4301
44366,4571
796,5533
14876,11740
3714,5955
2860,4571
16885,5955
17849,4571
31268,4301
83001,5960
2821,4571
700,4571
15055,5955
78309,6519
51115,6519
65193,6519
25948,6519
77739,6519
39406,4505
15888,6519
61596,2252
78673,6519
9650,6140
167,6342
58178,6519
53634,856
81247,856
54458,6952
62378,4520
78279,6183
48516,6183
21595,856
42902,6525
62836,6952
35169,856
51620,6177
84025,4292
53630,6183
82349,6183
44748,278
54787,4520
60305,6183
83813,6183
80354,856
70933,856
64177,4280
61318,856
72346,4281
63382,6261
32767,4281
73215,6261
51854,6261
45189,6261
68789,6261
68878,6261
53242,6261
60264,4520
1967,6565
82754,4281
57102,6261
82817,5329
54243,4281
50479,4859
2598,6255
82031,4281
9090,4617
34660,6255
57478,6566
53504,6952
84151,11890
67280,4281
49056,4281
45835,5906
10339,6556
69968,4281
18357,11840
70168,4520
50151,6261
12294,5959
79006,1665
51876,6261
24432,6300
83285,4288
80097,6261
40164,6261
54121,6261
41563,6261
34369,6300
15608,6421
24833,4284
26736,4284
5891,6261
9608,6421
687,4281
53265,6421
47313,6183
55781,6261
33100,2241
33001,4281
68122,6426
84225,4284
61798,6426
54475,4505
59580,5957
6971,4505
84442,4282
70355,6421
66788,4282
66773,562
57830,6426
84115,4282
70568,4282
77585,4281
47577,6554
79570,4281
58900,1665
58640,6183
1838,8248
33552,4282
68150,6183
63050,4282
38359,5828
5926,5443
74998,10717
25316,10717
84777,10717
52785,10717
21386,10717
20601,10717
59314,10717
8668,10717
29064,6300
53540,10717
76122,5994
17939,5994
84407,5994
24533,5994
76018,5994
68927,5994
43996,5994
72676,5994
58235,4553
76065,5994
29525,5994
6065,4517
4803,9689
13577,686
45465,5994
33009,5994
1181,9250
83956,4282
28209,3786
25652,3786
40544,3787
33333,3786
14796,4569
20515,3787
24644,4569
33810,7340
12194,4305
56343,6426
42134,4824
22839,8883
21279,6426
36151,11800
75856,4292
58345,4292
50466,6426
30343,4292
23244,6300
54345,1665
56949,6421
77708,4282
39336,10456
66605,4281
58979,4282
74570,1665
26080,9713
53206,1665
15543,6251
57455,4282
78235,4281
27694,9713
25318,4267
74706,1665
51511,1665
53803,6261
29575,6426
69319,7208
62685,6261
72376,4520
62813,4282
78297,6261
64072,6261
62830,4282
14717,6239
60239,4284
76060,4281
59320,6261
34571,1101
83022,4520
59652,6427
76910,6261
55216,4521
34764,10876
46990,6261
6460,1557
52976,6261
18671,4267
74973,10876
64451,6261
23676,10811
47454,8056
30554,6261
76381,1665
48826,8056
23488,1557
22932,10876
50941,4280
