iid_target,iid_neighbors,ratings
140620281,014062063X,1
140620281,140620834,1
140620281,140621423,1
140620281,140621601,1
140620281,014062144X,1
140620281,140620230,1
140620281,140620621,1
140620281,140620192,1
140620281,140621490,1
140620281,140620915,1
140620281,140621210,1
140620281,140621040,1
140620281,140621105,1
140620281,140621628,1
140620281,140621482,1
140620281,140621202,1
553211978,451526368,1
440224659,385315953,1
413537900,380868768,1
413537900,60533994,1
671511424,671740504,1
425133540,425180964,1
425133540,425116840,1
425133540,425147584,1
425133540,425133516,1
425133540,425158632,1
425133540,425109720,1
425173755,425174727,1
425173755,425103633,1
425173755,425175456,1
425173755,425098540,1
425173755,425177416,1
425173755,425104354,1
425173755,425173895,1
425173755,425175464,1
425173755,425130266,1
451199871,451199898,1
451199871,451201191,1
451199871,451199928,1
451199871,671464965,1
451199871,671602551,1
451199871,451199936,1
451199871,451200519,1
451199871,451201167,1
451199871,451200195,1
451199871,067170611X,1
451199871,451201159,1
671822209,671452177,1
671822209,671439960,1
671822209,671835157,1
671722816,067172262X,1
671722816,671722905,1
671722816,671722751,1
671722816,671508156,1
446527289,044661064X,1
743457900,330244078,1
743457900,671042734,1
394830148,394873335,1
394830148,394873416,1
394830148,394805666,1
394830148,039487336X,1
394830148,679864350,1
394830148,679804196,1
394830148,039483013X,1
394830148,394873351,1
394830148,394873343,1
394830148,394854438,1
394830148,679800913,1
394830148,394848381,1
394830148,394856392,1
394830148,394873319,1
394830148,039489748X,1
60175532,61097667,1
679748083,067972768X,1
380731851,688163165,1
380731851,60584750,1
380731851,2743609621,1
380731851,694524913,1
380776510,380892847,1
425185702,399147322,1
684862719,743412028,1
552998338,385334524,1
684859262,671027972,1
345452550,345413881,1
345452550,345452569,1
399147357,451206525,1
740704532,836221974,1
740704532,836278445,1
836221974,836278445,1
316602051,446613843,1
688156126,380726262,1
688156126,688156134,1
688156126,446530387,1
688156126,688143679,1
688156126,380724987,1
688156126,449215024,1
688156126,380730820,1
688156126,380732661,1
688156126,688046126,1
688156126,038073267X,1
688156126,688143695,1
688156126,044900323X,1
688156126,688046134,1
684867583,684852713,1
380796090,038097617X,1
312860951,812542835,1
61015725,60541830,1
553579754,553106643,1
425181200,425187721,1
451163494,451135091,1
425157164,399141391,1
316154067,1570427119,1
515120863,425176037,1
515120863,515118907,1
515120863,515116475,1
515120863,399141685,1
515120863,051512298X,1
553279912,553271636,1
553279912,553284789,1
553279912,553280341,1
553279912,553280368,1
553279912,553265636,1
553348973,553270931,1
446516538,1558008764,1
446516538,749317647,1
679446486,679444815,1
525945040,451198638,1
385315287,688127169,1
446676489,446523089,1
140298479,8484505294,1
140298479,142000213,1
62509594,62509586,1
446673714,679445226,1
60256664,60256656,1
786889020,786861347,1
688149790,553478680,1
345337662,345331974,1
345351525,034538475X,1
553205587,312498349,1
553205587,055324731X,1
765347539,765345048,1
765347539,312872402,1
765345048,312872399,1
140376410,141311096,1
140376410,590605135,1
452281296,451407229,1
452281296,452284805,1
1573229326,3426615355,1
1573229326,1573221937,1
1573229326,1573223565,1
1573229326,039914823X,1
316754315,316754323,1
671672576,068485256X,1
385424736,440295424,1
671617028,671526022,1
671617028,151191530,1
440224772,385315090,1
345406036,399141448,1
871132389,679722572,1
61057983,61059803,1
61057983,61057274,1
380752123,380752131,1
067170463X,61002747,1
067170463X,671523686,1
671704664,067170608X,1
140390839,439099404,1
140390839,451523555,1
140390839,140390480,1
140390839,590433520,1
140390839,590408003,1
739307312,739302043,1
3423105518,330284142,1
8440616368,8440643586,1
446605239,446520802,1
446605239,446676098,1
553295977,553110942,1
380715309,441006108,1
671739778,671739786,1
671739778,067173976X,1
440212723,440514428,1
440212723,899193099,1
61054267,61052078,1
671016768,067155302X,1
786889047,786889187,1
786889047,440223989,1
786889047,671517414,1
380720191,688122450,1
380898179,380761483,1
345314247,345307615,1
345314247,345282140,1
345314247,345282159,1
345314247,345352459,1
345314247,345336321,1
60955775,60196122,1
671721720,671875965,1
671721720,671876813,1
671721720,671876244,1
671875965,671876813,1
671875965,743435451,1
671875965,671876244,1
671875965,743435737,1
671577727,671877836,1
671577727,671721631,1
671577727,671578332,1
671577727,671577700,1
671577727,671578545,1
671577727,671878921,1
451451686,575049790,1
068486780X,684864223,1
671010115,671884298,1
671010115,671867873,1
671010115,671884271,1
671010115,671749897,1
671004549,684835959,1
081297106X,375504907,1
312422601,805065415,1
802139256,087113795X,1
553565915,1882723007,1
439240700,439544106,1
486270718,486290492,1
486270718,486280489,1
486270718,486282694,1
486270718,486277909,1
486270718,486268705,1
486270718,486285537,1
486270718,486270734,1
486270718,486266842,1
486270718,486284670,1
486270718,486278026,1
486270718,486272818,1
486270718,486272648,1
486270718,048627053X,1
486270718,486275574,1
486270718,486278042,1
486270718,486282252,1
486270718,048626968X,1
486270718,486266907,1
486270718,486268756,1
486270718,486277852,1
486270718,486284824,1
486270718,486275426,1
486270718,486277860,1
486270718,486266893,1
486270718,486268780,1
486270718,486275590,1
486270718,486266826,1
486270718,486284727,1
486270718,486277828,1
486270718,486268713,1
486270718,486287475,1
486270718,486268659,1
486270718,486264769,1
486270718,486282147,1
486270718,486272788,1
486270718,486278085,1
486270718,486287386,1
486270718,486287319,1
486270718,486287149,1
486270718,486275442,1
486270718,486266877,1
486270718,486290271,1
486270718,486272737,1
486270718,486287297,1
486270718,486295060,1
486270718,486282406,1
486270718,486282228,1
486270718,486266869,1
486270718,486280578,1
486270718,486287491,1
486270718,486268772,1
486270718,486268721,1
486270718,486287734,1
486270718,486268632,1
486270718,486287262,1
486270718,486282082,1
486270718,486282015,1
486270718,048628512X,1
486270718,048626873X,1
486270718,486277887,1
486270718,486268675,1
140022651,089375417X,1
140022651,451524500,1
590629808,590629778,1
590629808,590629786,1
590629808,590629794,1
590629808,590629816,1
590629808,590494368,1
590629808,439106753,1
590629808,439115175,1
590629808,439115191,1
590629808,590997327,1
590629808,590762575,1
590629808,590762591,1
590629808,439106788,1
590629808,590494244,1
590629808,590762567,1
590629808,590762605,1
590629808,590997300,1
590629808,590036467,1
590629808,439070341,1
590629808,439106761,1
590629808,439070325,1
590629808,439173078,1
590629808,059076263X,1
590629778,590629786,1
590629778,590629794,1
590629778,590213040,1
590629778,590629816,1
590629778,590494368,1
590629778,439106753,1
590629778,439115175,1
590629778,439115191,1
590629778,590997327,1
590629778,590762575,1
590629778,590762591,1
590629778,439106788,1
590629778,590494244,1
590629778,590762567,1
590629778,590762605,1
590629778,590997300,1
590629778,590036467,1
590629778,439070341,1
590629778,439106761,1
590629778,439070325,1
590629778,059076263X,1
929634063,836223012,1
042516540X,425174255,1
671695304,739429124,1
515134384,515101230,1
515134384,515136557,1
515134384,515113328,1
515134384,039914675X,1
051512463X,399143335,1
671751174,671868357,1
671751174,671751190,1
671751174,671751182,1
671751174,671885626,1
345375580,345362993,1
590629786,590629794,1
590629786,590629816,1
590629786,590494368,1
590629786,439106753,1
590629786,439115175,1
590629786,439115191,1
590629786,590997327,1
590629786,590762575,1
590629786,590762591,1
590629786,439106788,1
590629786,590494244,1
590629786,590762567,1
590629786,590762605,1
590629786,590997300,1
590629786,590036467,1
590629786,439070341,1
590629786,439106761,1
590629786,439142636,1
590629786,439070325,1
590629786,059076263X,1
590629794,590629816,1
590629794,590494368,1
590629794,439106753,1
590629794,439115175,1
590629794,439115191,1
590629794,590997327,1
590629794,590762575,1
590629794,590762591,1
590629794,439106788,1
590629794,590494244,1
590629794,590762567,1
590629794,590762605,1
590629794,590997300,1
590629794,590036467,1
590629794,439070341,1
590629794,590036394,1
590629794,439106761,1
590629794,439070325,1
590629794,059076263X,1
590448595,590456458,1
590448595,590442589,1
590448595,590482300,1
590448595,059048303X,1
590448323,590448315,1
590448323,590448250,1
590448323,590436481,1
590448323,590448307,1
590448323,590436457,1
590448323,590436465,1
590448323,590448293,1
590448323,590448285,1
590448323,590448331,1
590448323,590065874,1
590448323,590456458,1
590448323,590261932,1
590448323,590448242,1
590448323,590436414,1
590448323,590442589,1
590448323,590436449,1
590448323,590436430,1
590448323,590456474,1
590448323,590436422,1
590448323,590483021,1
590448323,590443003,1
590448323,590469126,1
590448323,590456466,1
590448323,590260251,1
590448323,590442570,1
590448323,059043649X,1
590448323,590426702,1
590448323,059043652X,1
590448323,590436511,1
590448323,590436503,1
590448323,590442597,1
590448323,590483013,1
590448323,590448234,1
590448323,590482300,1
590448323,059048303X,1
590448323,590470485,1
590448323,590259970,1
590448315,590448250,1
590448315,590436481,1
590448315,590448307,1
590448315,590436457,1
590448315,590436465,1
590448315,590448293,1
590448315,590448285,1
590448315,590448331,1
590448315,590261932,1
590448315,590448242,1
590448315,590436414,1
590448315,590442589,1
590448315,590436449,1
590448315,590456474,1
590448315,590436422,1
590448315,590483021,1
590448315,590260251,1
590448315,059043652X,1
590448315,590442597,1
590448315,590448234,1
590448315,059048303X,1
590448315,590470485,1
590448315,590259970,1
515120618,399141227,1
380812029,380812037,1
380812029,380812010,1
553583077,553585894,1
553583077,553585916,1
553583077,553585851,1
553583077,553585908,1
446611107,446611115,1
60009241,380814382,1
380819619,380819600,1
380819619,60509465,1
451208293,451207378,1
451208293,451209168,1
451208293,451202899,1
451208293,451205154,1
084395051X,843949635,1
084395051X,843950374,1
084395051X,843950544,1
084395051X,843950536,1
084395051X,843950528,1
084395051X,843948159,1
843950676,843950803,1
843950676,843953098,1
843950676,843950595,1
843951346,084395020X,1
312989431,312977670,1
312989431,312982623,1
312989431,312982631,1
312989431,312989873,1
843952059,843949848,1
843952059,843951583,1
843952059,843948272,1
843952059,843950641,1
843950803,843953098,1
843950803,843950595,1
60502312,380819600,1
60502312,380810492,1
60502312,380817845,1
60502312,60085444,1
60502312,380811804,1
60502312,038081918X,1
60502312,380816830,1
60502312,380819724,1
60502312,380817837,1
60502312,380800608,1
60502312,380813173,1
60502312,380819376,1
60502312,380727757,1
60502312,380816822,1
60502312,380820692,1
60502312,380812568,1
451206754,451209478,1
440236401,440236371,1
440236401,440226031,1
038081479X,380978547,1
843949635,843950374,1
843949635,843950544,1
843949635,843950536,1
843949635,843950528,1
843949635,843948159,1
821771205,821768093,1
821771205,821770098,1
312979495,312975112,1
312979495,312982305,1
312979495,312982291,1
312979495,312982208,1
440224055,385313012,1
399143335,039914210X,1
399143335,399144315,1
399143335,399140751,1
441001866,441005764,1
441001866,441004164,1
441001866,441005489,1
441001866,441006949,1
441001866,441005993,1
441001866,044100315X,1
441001866,441006108,1
441001866,441006930,1
441001866,044100508X,1
515118249,515102652,1
515118249,515099546,1
515118249,515120278,1
743456823,671028405,1
743456823,671789589,1
743456823,743448383,1
743456823,671774832,1
312311354,312263767,1
142004235,143035002,1
515135062,039914840X,1
515135062,515137812,1
689859376,689859368,1
689859376,689859392,1
425169693,399143130,1
452269571,525934251,1
051513287X,515132020,1
051513287X,515131229,1
887307884,887308813,1
441117732,441089348,1
441117732,441007465,1
055357549X,553099582,1
60392452,006098726X,1
1568650418,156865040X,1
590353403,439064872,1
590353403,439136350,1
590353403,439139597,1
590353403,439064864,1
590353403,043936213X,1
590353403,807281956,1
590353403,043936213x,1
312263120,031218087X,1
765341840,765342219,1
449904628,039456541X,1
449702146,689804466,1
449701875,449702545,1
375727434,375413006,1
014043187X,1853260150,1
014043187X,192815539,1
014043187X,141439572,1
014043187X,553212540,1
014043187X,140437843,1
014043187X,553210963,1
014043187X,3895080985,1
425101452,425181103,1
425101452,425144429,1
425101452,425057771,1
425101452,425107469,1
425101452,425104346,1
425101452,425119920,1
425101452,425098605,1
425101452,425097609,1
425101452,425162028,1
014018869X,140001409,1
014018869X,140258132,1
014018869X,140274146,1
375505296,812971043,1
671541013,671693832,1
671541013,671636723,1
671541013,671899562,1
671541013,671693824,1
684874350,068487217X,1
684874350,684872153,1
684874350,684843137,1
684874350,671576089,1
446611212,316693235,1
425189082,425183130,1
425189082,425194876,1
425155943,425155404,1
425155943,425172996,1
425155943,425155064,1
425155943,425174204,1
553240307,553269305,1
034538475X,679405283,1
034538475X,345419634,1
671004247,671042106,1
671002406,671019813,1
671006754,671024973,1
671006754,671024027,1
345419995,345416600,1
345419995,449904067,1
345419995,345440633,1
345419995,345431693,1
345419995,345459199,1
886777631,886777100,1
425098648,425128164,1
425181103,425188809,1
425181103,425057771,1
425181103,042518109X,1
425181103,425162028,1
451153553,670813648,1
451153553,451149513,1
451153553,451145070,1
60981180,60182148,1
312993560,312288352,1
1551666685,778320227,1
1551666685,1551668866,1
778320227,1551668866,1
553582763,553801430,1
425188809,042518109X,1
425188809,425107469,1
425092178,425097773,1
345384369,067942525X,1
345384369,553582917,1
034539657X,679425241,1
20532105,684718634,1
20532105,684174731,1
20519109,684830493,1
425144429,425107469,1
425144429,425104346,1
425144429,425119920,1
425144429,425098605,1
425144429,425097609,1
425144429,425162028,1
821764462,821761196,1
821764462,821765760,1
821764462,082176151X,1
821764462,821761080,1
821764462,821761803,1
821764462,821760424,1
821764462,821759884,1
821764462,821763172,1
451204948,670896764,1
451204948,141802847,1
486290492,486280489,1
486290492,486282694,1
486290492,486277909,1
486290492,486268705,1
486290492,486285537,1
486290492,486270734,1
486290492,486266842,1
486290492,486284670,1
486290492,486278026,1
486290492,486272818,1
486290492,486272648,1
486290492,048627053X,1
486290492,486275574,1
486290492,486278042,1
486290492,486282252,1
486290492,048626968X,1
486290492,486266907,1
486290492,486268756,1
486290492,486277852,1
486290492,486406482,1
486290492,486284824,1
486290492,486275426,1
486290492,486277860,1
486290492,486266893,1
486290492,486268780,1
486290492,486275590,1
486290492,486266826,1
486290492,486284727,1
486290492,486277828,1
486290492,486268713,1
486290492,486287475,1
486290492,486268659,1
486290492,486282147,1
486290492,486272788,1
486290492,486278085,1
486290492,486287386,1
486290492,486287319,1
486290492,486287149,1
486290492,486275442,1
486290492,486266877,1
486290492,486272737,1
486290492,486287297,1
486290492,486282406,1
486290492,486282228,1
486290492,486295559,1
486290492,486266869,1
486290492,486280578,1
486290492,486287491,1
486290492,486268772,1
486290492,486268721,1
486290492,486287734,1
486290492,486268632,1
486290492,486287262,1
486290492,486282082,1
486290492,486282015,1
486290492,048628512X,1
486290492,048626873X,1
486290492,486277887,1
486290492,486268675,1
486290492,486296024,1
399144137,399143904,1
743436741,743436733,1
330352253,399141855,1
330352253,515121487,1
330352253,330234471,1
394756827,465026567,1
394756827,394745027,1
399146431,804114986,1
399146431,399146857,1
399146431,1931056323,1
312876513,031286860X,1
312876513,312937385,1
879520388,879522593,1
385482388,038548237X,1
399141146,080411109X,1
399141146,375701524,1
399141146,399141154,1
679722319,679723056,1
812533550,812550757,1
812533550,812509250,1
812533550,812532570,1
812533550,812522397,1
812533550,812519116,1
812533550,312937385,1
425177696,425168042,1
812517725,812513711,1
316037443,316037621,1
399138749,399138994,1
399138749,399136738,1
1573228745,1573221643,1
451191145,452011876,1
440403278,440700310,1
60987561,60391626,1
60987561,61097640,1
60987561,965605914,1
60987561,694519405,1
312265867,312289723,1
312265867,312265840,1
312265867,312980140,1
312265867,312991460,1
312265867,312185863,1
312265867,312203039,1
312265867,312205406,1
373250290,373250525,1
373250290,373250193,1
373250290,373250134,1
373250290,373250207,1
373250290,037325024X,1
373250290,373250258,1
373250290,373250282,1
373250290,373250231,1
373250290,373250185,1
373250290,373250312,1
525945172,451200101,1
312150601,552996181,1
446603309,446607193,1
446603309,446519804,1
446603309,446527017,1
446603309,446604232,1
446603309,446519782,1
446603309,446527033,1
345413873,345452569,1
380726262,688156134,1
380726262,380730847,1
380726262,449147282,1
380726262,449003302,1
380726262,380724987,1
380726262,380726254,1
380726262,449215024,1
380726262,380730820,1
380726262,449148246,1
380726262,449148394,1
380726262,449213730,1
380726262,380732661,1
380726262,380726246,1
380726262,038073267X,1
380726262,380724979,1
380726262,688143695,1
380726262,044900323X,1
590419293,590442376,1
671896768,671787551,1
671896768,671684027,1
671896768,671733893,1
671896768,671019813,1
671896768,671896776,1
671896768,671019163,1
671896768,671882678,1
671896768,671009257,1
671896768,671019155,1
671896768,671891510,1
671896768,671521489,1
671896768,671024442,1
671896768,067101921X,1
671896768,671795678,1
671896768,671674382,1
671896768,067177056X,1
671896768,671547798,1
671896768,671867296,1
671896768,671015494,1
671896768,671568329,1
671896768,671748084,1
671896768,671864858,1
671896768,671008870,1
671896768,671024434,1
671896768,671009249,1
671896768,671011596,1
64410129,64410137,1
64410129,64408655,1
64410129,64408663,1
64410129,64408647,1
64410129,60518286,1
345334302,345333926,1
037570387X,375724508,1
671023187,671023179,1
312966970,312971346,1
312966970,312980140,1
312966970,312991460,1
312966970,312185863,1
312966970,312203039,1
312966970,312205406,1
345352238,034540453X,1
345352238,345400690,1
345352238,345400674,1
345352238,345360281,1
345352238,345414063,1
812533666,812550919,1
893757837,553211765,1
893757837,812505069,1
893757837,1853260398,1
893757837,140373365,1
679766758,679446265,1
152017984,6742947,1
394577736,804111340,1
345426274,345426266,1
60507403,743214927,1
425174468,399145052,1
044012929X,385333471,1
486280489,486282694,1
486280489,486277909,1
486280489,486268705,1
486280489,486285537,1
486280489,486270734,1
486280489,486266842,1
486280489,486284670,1
486280489,486278026,1
486280489,486272818,1
486280489,486272648,1
486280489,048627053X,1
486280489,486275574,1
486280489,486278042,1
486280489,486282252,1
486280489,048626968X,1
486280489,486266907,1
486280489,486268756,1
486280489,486277852,1
486280489,486284824,1
486280489,486275426,1
486280489,486277860,1
486280489,486266893,1
486280489,486268780,1
486280489,486275590,1
486280489,486266826,1
486280489,486284727,1
486280489,486277828,1
486280489,486268713,1
486280489,486287475,1
486280489,486268659,1
486280489,486282147,1
486280489,486272788,1
486280489,486278085,1
486280489,486287386,1
486280489,486287319,1
486280489,486287149,1
486280489,486275442,1
486280489,486266877,1
486280489,486272737,1
486280489,486287297,1
486280489,486282406,1
486280489,486282228,1
486280489,486266869,1
486280489,486280578,1
486280489,486287491,1
486280489,486268772,1
486280489,486268721,1
486280489,486287734,1
486280489,486268632,1
486280489,486287262,1
486280489,486282082,1
486280489,486282015,1
486280489,048628512X,1
486280489,048626873X,1
486280489,486277887,1
486280489,486268675,1
486280489,486421228,1
553562967,553375628,1
804110379,804113831,1
804110379,080411188X,1
804110379,449005925,1
804110379,804108587,1
449003183,449000869,1
449003183,345440048,1
449003183,449225666,1
449003183,449005828,1
449003183,449908445,1
312971346,312980140,1
312971346,312991460,1
312971346,312185863,1
312971346,312203039,1
312971346,312205406,1
449146383,449148041,1
449149374,449002616,1
312850581,812508645,1
140280553,802713432,1
60958022,60198133,1
385474016,038542017X,1
380804700,380977303,1
048640076X,486289990,1
048640076X,486292568,1
048640076X,486408787,1
048640076X,486290816,1
048640076X,486406539,1
048640076X,486414167,1
048640076X,486295729,1
048640076X,486290387,1
048640076X,486404277,1
048640076X,486406482,1
048640076X,486298035,1
048640076X,486406598,1
048640076X,486411095,1
048640076X,048640885X,1
048640076X,486296040,1
048640076X,486292738,1
048640076X,486298574,1
048640076X,486292576,1
048640076X,486404315,1
048640076X,048629577X,1
048640076X,486292495,1
048640076X,486293084,1
048640076X,048629093X,1
048640076X,486290638,1
048640076X,486290271,1
048640076X,486295060,1
048640076X,486292460,1
048640076X,486290301,1
048640076X,486295559,1
048640076X,486404293,1
048640076X,048629823X,1
048640076X,486414132,1
048640076X,486406520,1
048640076X,486299287,1
048640076X,486414086,1
048640076X,048640109X,1
048640076X,486290972,1
048640076X,048629109X,1
048640076X,486411109,1
048640076X,486295834,1
048640076X,486296024,1
048640076X,486400603,1
048640076X,486414264,1
3548603203,3471772510,1
052594527X,452284937,1
345338545,345312104,1
375701044,394585852,1
7154615,7141076,1
059045367X,590466186,1
059045367X,590483471,1
059045367X,590477404,1
441005764,441004164,1
441005764,441005489,1
441005764,441006949,1
441005764,441005993,1
441005764,044100315X,1
441005764,441006108,1
441005764,441006930,1
441005764,044100508X,1
553582135,553800949,1
671034065,671568825,1
345418832,345390059,1
345418832,345389174,1
345418832,345418840,1
399147772,399149295,1
399147772,451206711,1
439101336,590435272,1
039914210X,399144315,1
039914210X,399140751,1
451150635,451183940,1
451150635,451167538,1
451150635,451160940,1
451150635,451139682,1
1586480456,1891620347,1
030681188X,306812274,1
842329218,842329137,1
440225698,385323921,1
440221471,385472943,1
394541545,394551540,1
394541545,394565614,1
743216458,743464117,1
743216458,074322454X,1
743216458,671867369,1
743216458,671769227,1
61007129,449243761,1
886773784,886774004,1
886773784,886773776,1
886773784,886778042,1
425180964,425116840,1
425180964,425147584,1
425180964,425158632,1
425180964,425109720,1
425180964,399151362,1
399148019,515133639,1
140620869,140620524,1
140620869,140620648,1
140620869,014036675X,1
553801589,553582852,1
743411250,743204697,1
375700692,375700676,1
3499137909,3446178201,1
451518845,141305371,1
451521285,451521293,1
60502258,61015075,1
60502258,069452008X,1
440911710,440999197,1
440911710,440917190,1
440911710,440993717,1
64407721,60275758,1
156806479,156332256,1
553266055,312020317,1
553266055,553204572,1
553266055,553117467,1
812552989,812553055,1
812552989,1568650094,1
812552989,812553438,1
812552989,812553071,1
671025570,068485497X,1
440204887,385285019,1
440204887,385319258,1
440204887,440043182,1
345339681,345340426,1
385199570,451179285,1
3453169247,3453127013,1
3453169247,3453151658,1
3442541751,3442455707,1
553255371,553155881,1
553255371,553264206,1
553255371,553260502,1
553255371,553250728,1
553255371,553275542,1
553255371,553253778,1
553255371,553261592,1
451528018,451528204,1
451528018,451528522,1
451528018,451526996,1
451528018,451528611,1
451528018,451528239,1
842321942,842321934,1
842321942,842343253,1
842321942,842343261,1
842321942,842343318,1
842321942,842343326,1
842321942,842321969,1
842321942,842321950,1
842321934,842343253,1
842321934,842343296,1
842321934,842343288,1
842321934,842343261,1
842321934,084234327X,1
842321934,842343318,1
842321934,842343326,1
842321934,842321969,1
842321934,842321950,1
1562475878,1562475193,1
1562475878,1562475150,1
1562475878,937295353,1
1562475878,937295337,1
1562475878,1562470310,1
1562475878,1562475177,1
1562475193,1562475150,1
1562475193,937295221,1
1562475193,937295477,1
1562475193,937295191,1
1562475193,1562470795,1
1562475193,1562475177,1
590997262,059049418X,1
590997262,043910677X,1
590997297,590762559,1
590997297,590762540,1
590997297,590494309,1
590997297,590997343,1
590997297,590997289,1
590997297,590494414,1
590997297,590496379,1
590213040,590036394,1
590213040,439173078,1
141304707,140328742,1
044048474X,440784743,1
671028049,671021184,1
671019805,067101434X,1
044809553X,448095548,1
044809553X,448095424,1
044809553X,448095173,1
044809553X,448095564,1
044809553X,448095556,1
448095548,448095122,1
448095548,448095173,1
448095548,448095564,1
448095548,448095556,1
1584850167,1562475150,1
1562470043,156247037X,1
1562470043,1562470310,1
1562475150,1562475177,1
590448250,590436481,1
590448250,590448307,1
590448250,590436457,1
590448250,590436465,1
590448250,590448293,1
590448250,590448285,1
590448250,590448331,1
590448250,590065874,1
590448250,590456458,1
590448250,590261932,1
590448250,590448242,1
590448250,590436414,1
590448250,590442589,1
590448250,590436449,1
590448250,590436430,1
590448250,590456474,1
590448250,590436422,1
590448250,590483021,1
590448250,590443003,1
590448250,590469126,1
590448250,590456466,1
590448250,590260251,1
590448250,590442570,1
590448250,059043649X,1
590448250,590426702,1
590448250,059043652X,1
590448250,590436511,1
590448250,590436503,1
590448250,590442597,1
590448250,590483013,1
590448250,590448234,1
590448250,590482300,1
590448250,059048303X,1
590448250,590470485,1
590448250,590259970,1
689817215,689830513,1
517580497,609611003,1
086547642X,374281998,1
038533348X,440111498,1
038533348X,808520695,1
394569962,553292714,1
553568914,055357633X,1
553568914,553574477,1
553568914,671869221,1
671721291,671876570,1
553563521,055357230X,1
553563521,553569619,1
553563521,553568701,1
553563521,553285920,1
553563521,553572202,1
553563521,055329170X,1
553563521,553569635,1
553563521,553092057,1
055357230X,553572326,1
055357230X,553569619,1
055357230X,553568701,1
055357230X,345413881,1
055357230X,553285920,1
055357230X,553572202,1
055357230X,055329170X,1
055357230X,553569635,1
399142282,042516098X,1
812513711,1857230655,1
671004107,671434225,1
671004107,785787828,1
671004107,1568654243,1
425173615,425189104,1
425173615,425184307,1
425173615,425168964,1
671683993,151885338,1
425098680,394523814,1
553245694,553270931,1
553245694,553148923,1
553245694,553012606,1
553245694,553258516,1
60973277,60974516,1
60973277,60955457,1
439064872,439136350,1
439064872,439139597,1
439064872,439064864,1
439064872,439420105,1
439064872,807281948,1
439064872,439425220,1
679751602,201632950,1
1573226106,1573220426,1
373263953,373263716,1
373263953,373263961,1
373263953,373263759,1
373263953,373263848,1
373263953,373263856,1
373263953,373263880,1
373263953,373264313,1
373263953,037326397X,1
373263953,373264127,1
373263953,373264682,1
373263953,373264224,1
373263953,373264399,1
373263953,373264283,1
515102652,515099546,1
515102652,515120278,1
1573222453,1594480001,1
140119906,140177396,1
140119906,140177361,1
140119906,140148590,1
140119906,140187448,1
140119906,140281649,1
140119906,140239405,1
140119906,140283374,1
140119906,140232028,1
140119906,140269444,1
60504080,60504072,1
140445277,140445285,1
684831546,684195488,1
345404475,345350472,1
449207331,449216411,1
449207331,449203794,1
449207331,449211584,1
449207331,449205878,1
449207331,449214206,1
449207331,449213803,1
449207331,449213536,1
451207378,451209168,1
451207378,451202899,1
451207378,451205154,1
812551583,812565495,1
743410653,671567829,1
743410653,380718839,1
037541309X,385722206,1
031224116X,312280920,1
038549565X,385495641,1
743203399,743223098,1
679459596,345413865,1
679459596,679459618,1
553578901,553578960,1
068485080X,671024124,1
068485080X,671793632,1
044652087X,446605336,1
670855030,451184963,1
517064626,517123150,1
684810387,684831279,1
671250671,671240862,1
671250671,684847248,1
671250671,743243153,1
743200985,684865742,1
743200985,671045555,1
425118703,042513525X,1
425118703,425099334,1
425118703,425085325,1
425118703,425136981,1
425118703,425147517,1
811802981,811801802,1
811802981,811831620,1
811802981,877017883,1
811802981,081183140X,1
140296409,670887315,1
670891576,141001828,1
3442431875,3570121941,1
3442431875,3442442885,1
140259112,670860743,1
375401598,99271087,1
553106678,553579835,1
684802988,671000314,1
61000043,61000299,1
61000043,61000035,1
61000043,61092606,1
61000043,61000019,1
151006725,156007479,1
2070388905,2070725804,1
2070388905,2070731405,1
441007015,044100668X,1
441007015,441007139,1
553289411,553280945,1
1551666839,1551669145,1
805060200,312975228,1
312872402,312872399,1
312872402,312872380,1
312872399,312872380,1
765342987,312872380,1
451456718,451456734,1
446530522,1586210629,1
330327917,312951426,1
671468464,140707247,1
002026478X,20264763,1
345447840,345447832,1
345447840,345447859,1
345447840,345458923,1
553208799,553260944,1
553208799,553112600,1
553208799,553249029,1
60955406,879519142,1
446359866,446350982,1
446359866,446676446,1
446359866,374237131,1
446602612,316153982,1
446602612,446690457,1
446606383,1570426449,1
553213148,553213164,1
553213148,553213156,1
553213148,553247409,1
679401032,804111898,1
446365505,374234574,1
671531409,671722794,1
002542730X,002542730x,1
002542730X,28604199,1
345309014,345308999,1
345309014,345309006,1
345309014,034531798X,1
345309014,345317998,1
345308999,345309006,1
345308999,034531798X,1
345308999,345317998,1
345309006,034531798X,1
345309006,345317998,1
553272535,553208071,1
553272535,553225367,1
449219631,449220893,1
425104052,451524780,1
425181464,425176304,1
425181464,425148297,1
425181464,425183971,1
425181464,042517140X,1
425181464,425168131,1
425181464,425150984,1
345438353,345430816,1
812505018,440977096,1
812505018,590407201,1
067150987X,151972036,1
553574353,039308700X,1
786889527,786864982,1
067174139X,671787551,1
067174139X,671733893,1
067174139X,671865714,1
067174139X,671794264,1
067174139X,067170561X,1
067174139X,671743880,1
067174139X,671709704,1
067174139X,671882678,1
067174139X,671742906,1
067174139X,671794388,1
067174139X,671775715,1
067174139X,671760513,1
067174139X,671891510,1
067174139X,067179325X,1
067174139X,671704273,1
067174139X,671797476,1
067174139X,671521489,1
067174139X,671795678,1
067174139X,067179566X,1
067174139X,067177056X,1
067174139X,671894536,1
067174139X,671867296,1
067174139X,671792369,1
